"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"21017","","""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]","""NAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000256316|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000186818|ENSG00000136999|ENSG00000152689|ENSG00000184194|ENSG00000164929|ENSG00000070081|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000125845|ENSG00000258810|ENSG00000165349|ENSG00000169031|ENSG00000234184|ENSG00000125384|ENSG00000148143|ENSG00000136158|ENSG00000169607|ENSG00000164045|ENSG00000170835|ENSG00000005108|ENSG00000184584|ENSG00000144677|ENSG00000203852|ENSG00000185666|ENSG00000223806|ENSG00000117632|ENSG00000204482|ENSG00000149418|ENSG00000081026|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000152253|ENSG00000021762|ENSG00000139734|ENSG00000272733|ENSG00000197471|ENSG00000176890|ENSG00000226281|ENSG00000170677|ENSG00000114315","49","66719","64307|64693|64553|64535|64295|64919|64633|64287|64927|64229|64963|64931|64561|64333|64889|64605|65345|64677|64301|64251|64563|64349|64545|64579|64267|64495|64249|64897|64961|64487|65349|64903|64269|64289|64363|64643|64607|64305|64541|65341|64921|64617|64599|64235|64525|64257|64517|64493|64673","1.591636501435399E-6","0.2832369942196532","173","0.02043369474562135","Gene Ontology Biological Process","GO:0051128","regulation of cellular component organization","2398"
"21017","","""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000214357|ENSG00000077238|ENSG00000151136|ENSG00000256316|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000115738|ENSG00000152689|ENSG00000135540|ENSG00000178999|ENSG00000153885|ENSG00000251675|ENSG00000267690|ENSG00000160683|ENSG00000164929|ENSG00000227191|ENSG00000151458|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000245869|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000127561|ENSG00000099725|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000004399|ENSG00000171488|ENSG00000196549|ENSG00000186187|ENSG00000240754|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000174776|ENSG00000005108|ENSG00000184584|ENSG00000143476|ENSG00000145649|ENSG00000185666|ENSG00000223806|ENSG00000022267|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000184357|ENSG00000182611|ENSG00000127533|ENSG00000149418|ENSG00000081026|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000069702|ENSG00000272733|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018|ENSG00000124693|ENSG00000123485|ENSG00000254060","87","66719","64481|64307|64939|64693|64553|64535|64295|64665|64245|64631|64667|64919|64639|64287|64543|64573|64281|64953|64237|64337|64229|65359|64311|64963|64497|64561|64333|64889|65345|65337|64325|64301|64293|64671|64911|64275|64527|64251|64563|64545|64547|64345|64945|64531|65357|64283|64905|64339|64495|64691|64929|64695|64249|64897|64603|64557|65349|64903|64615|64253|64923|64289|64559|64585|64549|64363|64643|64607|64305|64541|65341|64707|64621|64235|64595|64659|64525|64257|65343|64907|64243|64493|65351|64651|64641|64655|64597","1.7102896145390596E-6","0.5028901734104047","173","0.014550928248871048","Gene Ontology Biological Process","GO:0007165","signal transduction","5979"
"22115","","""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]","""IPI""|""IC""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000140009|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000154874|ENSG00000229989|ENSG00000182557|ENSG00000240666|ENSG00000115738|ENSG00000135540|ENSG00000178999|ENSG00000153885|ENSG00000267690|ENSG00000109047|ENSG00000164929|ENSG00000211685|ENSG00000151458|ENSG00000175029|ENSG00000070081|ENSG00000171105|ENSG00000174607|ENSG00000183690|ENSG00000184661|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000118523|ENSG00000203811|ENSG00000106070|ENSG00000127561|ENSG00000099725|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000004399|ENSG00000165480|ENSG00000171488|ENSG00000253701|ENSG00000023445|ENSG00000123095|ENSG00000109805|ENSG00000139318|ENSG00000164045|ENSG00000148498|ENSG00000223907|ENSG00000166352|ENSG00000143476|ENSG00000144677|ENSG00000145649|ENSG00000223806|ENSG00000136111|ENSG00000117632|ENSG00000182983|ENSG00000204482|ENSG00000184357|ENSG00000163554|ENSG00000182611|ENSG00000127533|ENSG00000228682|ENSG00000149418|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000139734|ENSG00000069702|ENSG00000088325|ENSG00000247081|ENSG00000169439|ENSG00000197471|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000113231|ENSG00000162496|ENSG00000256018|ENSG00000124693|ENSG00000123485|ENSG00000254060","81","66719","64307|64263|64265|64553|64535|64507|64665|64631|64667|64639|64543|64573|64281|64237|64273|64229|64303|64311|64313|64963|64285|64561|64333|64537|65345|65337|64301|64293|64901|64671|64911|64275|64527|64251|64563|64545|64547|64341|64345|64315|64343|64283|64637|64489|64267|64957|64929|64329|64603|64961|64557|64903|64647|64269|64253|64289|64559|65355|64585|64549|64247|64363|64305|64541|65341|64707|64599|64621|64683|64645|64595|64525|65343|64907|64243|64521|64323|64651|64641|64655|64597","2.8721346509567933E-6","0.4602272727272727","176","0.014006570983918382","Gene Ontology Cellular Component branch","GO:0005886","plasma membrane","5783"
"21017","","""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000214357|ENSG00000077238|ENSG00000151136|ENSG00000256316|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000115738|ENSG00000152689|ENSG00000135540|ENSG00000178999|ENSG00000153885|ENSG00000251675|ENSG00000267690|ENSG00000160683|ENSG00000164929|ENSG00000227191|ENSG00000151458|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000245869|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000127561|ENSG00000099725|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000004399|ENSG00000165480|ENSG00000171488|ENSG00000196549|ENSG00000253701|ENSG00000186187|ENSG00000240754|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000174776|ENSG00000005108|ENSG00000184584|ENSG00000143476|ENSG00000130844|ENSG00000145649|ENSG00000185666|ENSG00000223806|ENSG00000022267|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000184357|ENSG00000182611|ENSG00000127533|ENSG00000149418|ENSG00000081026|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000021762|ENSG00000069702|ENSG00000272733|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018|ENSG00000124693|ENSG00000123485|ENSG00000254060","91","66719","64481|64307|64939|64693|64553|64535|64295|64665|64245|64631|64667|64919|64639|64287|64543|64573|64281|64953|64237|64337|64229|65359|64311|64963|64497|64561|64333|64889|65345|65337|64325|64301|64293|64671|64911|64275|64527|64251|64563|64545|64547|64341|64345|64945|64315|64531|65357|64283|64905|64339|64495|64691|64929|64695|64249|64897|64603|64359|64557|65349|64903|64615|64253|64923|64289|64559|64585|64549|64363|64643|64607|64305|64541|65341|64707|64617|64621|64235|64595|64659|64525|64257|65343|64907|64243|64493|65351|64651|64641|64655|64597","3.0222694896548243E-6","0.5260115606936416","173","0.01406274146190697","Gene Ontology Biological Process","GO:0023052","signaling","6471"
"14822","","hsa-miR-192-5p","""MIRNA""","ENSG00000183657|ENSG00000154874|ENSG00000081052|ENSG00000131620|ENSG00000131747|ENSG00000146670|ENSG00000267694|ENSG00000184194|ENSG00000164929|ENSG00000237438|ENSG00000151458|ENSG00000171105|ENSG00000174607|ENSG00000095932|ENSG00000118523|ENSG00000181826|ENSG00000004399|ENSG00000253701|ENSG00000231119|ENSG00000042980|ENSG00000019991|ENSG00000174776|ENSG00000184584|ENSG00000149418|ENSG00000151725|ENSG00000021762|ENSG00000226394|ENSG00000197471|ENSG00000226281|ENSG00000005884|ENSG00000122952|ENSG00000254060|ENSG00000114315","33","66719","64697|64507|64245|64611|64601|64569|64479|64927|64229|64255|64311|64285|64561|65337|64901|64335|64547|64315|64593|64353|64943|64695|64897|64363|64607|64617|64241|64525|64517|64705|64565|64597|64673","4.725035170456568E-6","0.20245398773006135","163","0.03343465045592705","mirTarBase miRNA targets","MIRNA:hsa-miR-192-5p","hsa-miR-192-5p","987"
"21017","","""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000131620|ENSG00000152689|ENSG00000250111|ENSG00000184194|ENSG00000164929|ENSG00000196549|ENSG00000042980|ENSG00000164045|ENSG00000174776|ENSG00000184584|ENSG00000109674|ENSG00000144677|ENSG00000116667|ENSG00000081026|ENSG00000151725|ENSG00000021762|ENSG00000272733|ENSG00000176890|ENSG00000211942","19","66719","64611|64287|64909|64927|64229|64945|64353|64267|64695|64897|64947|64961|64679|64643|64607|64617|64235|64257|64243","5.527990045960138E-6","0.10982658959537572","173","0.04398148148148148","Gene Ontology Biological Process","GO:0044772","mitotic cell cycle phase transition","432"
"21017","","""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000081052|ENSG00000186818|ENSG00000153885|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000234184|ENSG00000125384|ENSG00000123095|ENSG00000110237|ENSG00000211898|ENSG00000170835|ENSG00000166352|ENSG00000185666|ENSG00000223806|ENSG00000204482|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000069702|ENSG00000197471|ENSG00000211821","28","66719","64553|64535|64295|64245|64919|64281|64953|64229|64963|64497|64561|64333|64251|64563|64283|64339|64319|64495|64329|65349|64903|64289|64363|64305|65341|64621|64525|64907","5.5572072411519774E-6","0.16184971098265896","173","0.029850746268656716","Gene Ontology Biological Process","GO:0030334","regulation of cell migration","938"
"21017","","""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000214357|ENSG00000077238|ENSG00000172995|ENSG00000151136|ENSG00000256316|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000131620|ENSG00000136999|ENSG00000115738|ENSG00000152689|ENSG00000135540|ENSG00000178999|ENSG00000250111|ENSG00000153885|ENSG00000251675|ENSG00000267690|ENSG00000160683|ENSG00000164929|ENSG00000227191|ENSG00000151458|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000245869|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000127561|ENSG00000099725|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000004399|ENSG00000165480|ENSG00000171488|ENSG00000196549|ENSG00000186187|ENSG00000240754|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000042980|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000019991|ENSG00000174776|ENSG00000005108|ENSG00000184584|ENSG00000166352|ENSG00000143476|ENSG00000255189|ENSG00000145649|ENSG00000203852|ENSG00000185666|ENSG00000223806|ENSG00000022267|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000184357|ENSG00000182611|ENSG00000127533|ENSG00000149418|ENSG00000081026|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000069702|ENSG00000272733|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000122952|ENSG00000267262|ENSG00000256018|ENSG00000124693|ENSG00000123485|ENSG00000254060","98","66719","64481|64307|64357|64939|64693|64553|64535|64295|64665|64245|64631|64667|64919|64611|64633|64639|64287|64543|64573|64909|64281|64953|64237|64337|64229|65359|64311|64963|64497|64561|64333|64889|65345|65337|64325|64301|64293|64671|64911|64275|64527|64251|64563|64545|64547|64341|64345|64945|64531|65357|64283|64905|64339|64353|64495|64691|64929|64943|64695|64249|64897|64329|64603|64299|64557|64487|65349|64903|64615|64253|64923|64289|64559|64585|64549|64363|64643|64607|64305|64541|65341|64707|64621|64235|64595|64659|64525|64257|65343|64907|64243|64493|64565|65351|64651|64641|64655|64597","5.686096952896942E-6","0.5664739884393064","173","0.013387978142076503","Gene Ontology Biological Process","GO:0051716","cellular response to stimulus","7320"
"21017","","""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000214357|ENSG00000077238|ENSG00000151136|ENSG00000256316|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000115738|ENSG00000152689|ENSG00000135540|ENSG00000178999|ENSG00000153885|ENSG00000251675|ENSG00000267690|ENSG00000160683|ENSG00000164929|ENSG00000227191|ENSG00000151458|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000245869|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000127561|ENSG00000099725|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000004399|ENSG00000165480|ENSG00000171488|ENSG00000196549|ENSG00000253701|ENSG00000186187|ENSG00000240754|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000174776|ENSG00000005108|ENSG00000184584|ENSG00000143476|ENSG00000130844|ENSG00000145649|ENSG00000185666|ENSG00000223806|ENSG00000022267|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000184357|ENSG00000182611|ENSG00000127533|ENSG00000149418|ENSG00000081026|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000069702|ENSG00000272733|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018|ENSG00000124693|ENSG00000123485|ENSG00000254060","90","66719","64481|64307|64939|64693|64553|64535|64295|64665|64245|64631|64667|64919|64639|64287|64543|64573|64281|64953|64237|64337|64229|65359|64311|64963|64497|64561|64333|64889|65345|65337|64325|64301|64293|64671|64911|64275|64527|64251|64563|64545|64547|64341|64345|64945|64315|64531|65357|64283|64905|64339|64495|64691|64929|64695|64249|64897|64603|64359|64557|65349|64903|64615|64253|64923|64289|64559|64585|64549|64363|64643|64607|64305|64541|65341|64707|64621|64235|64595|64659|64525|64257|65343|64907|64243|64493|65351|64651|64641|64655|64597","9.402255023239807E-6","0.5202312138728323","173","0.013854679802955665","Gene Ontology Biological Process","GO:0007154","cell communication","6496"
"21017","","""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]","""IEP""|""HEP""|""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000112320|ENSG00000163808|ENSG00000072110|ENSG00000134369|ENSG00000091409|ENSG00000138160|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000131620|ENSG00000136999|ENSG00000152689|ENSG00000178999|ENSG00000153885|ENSG00000251675|ENSG00000267690|ENSG00000109047|ENSG00000164929|ENSG00000175029|ENSG00000070081|ENSG00000157557|ENSG00000171105|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000245869|ENSG00000066279|ENSG00000169031|ENSG00000163053|ENSG00000234184|ENSG00000125384|ENSG00000165480|ENSG00000196549|ENSG00000101412|ENSG00000245648|ENSG00000110237|ENSG00000139318|ENSG00000211898|ENSG00000143369|ENSG00000170835|ENSG00000148498|ENSG00000162543|ENSG00000005108|ENSG00000184584|ENSG00000166352|ENSG00000185666|ENSG00000223806|ENSG00000136111|ENSG00000116667|ENSG00000152953|ENSG00000204482|ENSG00000163554|ENSG00000267366|ENSG00000228682|ENSG00000149418|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000139734|ENSG00000266146|ENSG00000272733|ENSG00000197471|ENSG00000249717|ENSG00000211821|ENSG00000170677|ENSG00000256018|ENSG00000124693","72","66719","64307|64261|64553|64351|64535|64295|64669|64631|64667|64919|64611|64633|64287|64573|64281|64953|64237|64273|64229|64313|64963|64497|64285|64931|64561|64333|64889|65345|65337|64325|64503|64301|64483|64251|64563|64341|64945|64505|64905|64339|64489|64319|64227|64495|64957|64691|64249|64897|64329|65349|64903|64647|64679|64923|64289|65355|64583|64247|64363|64305|64541|65341|64707|64599|64519|64235|64525|65343|64907|64493|64651|64641","1.2105553543416316E-5","0.4161849710982659","173","0.015457277801631602","Gene Ontology Biological Process","GO:0007275","multicellular organism development","4658"
